kjønn,utdanning,erfaring,arbeidssted,arbeidssituasjon,fag,lønn,bonus?
mann,5,21,Vestland,"in-house, privat sektor",ledelse/administrativt,916000,Nei
mann,15,20,Vestland,"in-house, privat sektor",ledelse/administrativt,1050000,Nei
mann,3,17,Vestland,"in-house, privat sektor",ledelse/administrativt,1160000,Ja
mann,0,15,Vestland,"in-house, privat sektor",ledelse/administrativt,1000000,Nei
mann,5,12,Vestland,"in-house, offentlig/kommunal sektor",ledelse/administrativt,820000,Nei
mann,17,12,Vestland,"in-house, privat sektor",ledelse/administrativt,1380000,Ja
mann,3,8,Vestland,"in-house, privat sektor",ledelse/administrativt,650000,Nei
mann,6,7,Vestland,konsulent,ledelse/administrativt,850000,Ja
mann,5,5,Vestland,konsulent,ledelse/administrativt,890000,Ja
mann,0,3,Vestland,"in-house, privat sektor",ledelse/administrativt,500000,Nei
mann,5,2,Vestland,"in-house, privat sektor",ledelse/administrativt,870000,Nei
mann,16,38,Viken,"in-house, offentlig/kommunal sektor",ledelse/administrativt,700000,Nei
mann,0,28,Viken,"in-house, privat sektor",ledelse/administrativt,1450000,Ja
mann,5,26,Viken,"in-house, privat sektor",ledelse/administrativt,1250000,Ja
mann,5,14,Viken,konsulent,ledelse/administrativt,1350000,Ja
mann,0,10,Viken,"in-house, offentlig/kommunal sektor",ledelse/administrativt,825000,Nei
mann,2,10,Viken,konsulent,ledelse/administrativt,1000000,Ja
mann,3,8,Viken,"in-house, privat sektor",ledelse/administrativt,1010000,Nei
mann,3,6,Viken,"in-house, privat sektor",ledelse/administrativt,1150000,Ja
kvinne,3,5,Viken,konsulent,ledelse/administrativt,806000,Ja
mann,0,5,Viken,"in-house, privat sektor",ledelse/administrativt,1350000,Ja
mann,5,18,Agder,konsulent,programvare,1500000,Nei
mann,0,14,Agder,konsulent,programvare,950000,Ja
mann,3,1,Agder,"in-house, privat sektor",programvare,610000,Nei
mann,5,0,Agder,"in-house, privat sektor",programvare,555000,Nei
mann,3,0,Agder,konsulent,programvare,600000,Nei
mann,16,20,Møre og Romsdal,"in-house, privat sektor",programvare,690000,Nei
mann,18,18,Møre og Romsdal,"in-house, privat sektor",programvare,1000000,Nei
mann,3,14,Møre og Romsdal,"in-house, privat sektor",programvare,800000,Nei
mann,5,3,Nordland,"in-house, privat sektor",programvare,875000,Ja
mann,0,27,Oslo,"in-house, privat sektor",programvare,1350000,Nei
annet / ønsker ikke oppgi,5,20,Oslo,"in-house, offentlig/kommunal sektor",programvare,950000,Nei
mann,5,20,Oslo,frilans / selvstendig næringsdrivende,programvare,2500000,Nei
mann,5,13,Oslo,"in-house, privat sektor",programvare,900000,Nei
mann,5,13,Oslo,konsulent,programvare,1060000,Nei
mann,3,12,Oslo,"in-house, privat sektor",programvare,900000,Nei
mann,5,11,Oslo,"in-house, privat sektor",programvare,1122000,Nei
kvinne,5,7,Oslo,"in-house, privat sektor",programvare,876000,Nei
mann,5,7,Oslo,konsulent,programvare,700000,Nei
mann,3,7,Oslo,"in-house, privat sektor",programvare,860000,Nei
mann,3,7,Oslo,"in-house, privat sektor",programvare,965000,Ja
mann,5,6,Oslo,"in-house, privat sektor",programvare,950000,Nei
kvinne,5,5,Oslo,konsulent,programvare,890000,Ja
mann,3,5,Oslo,"in-house, privat sektor",programvare,890000,Nei
mann,3,5,Oslo,konsulent,programvare,900000,Nei
mann,5,5,Oslo,"in-house, privat sektor",programvare,900000,Nei
mann,0,5,Oslo,konsulent,programvare,1050000,Ja
mann,5,5,Oslo,konsulent,programvare,1100000,Ja
mann,3,5,Oslo,konsulent,programvare,1200000,Nei
mann,3,4,Oslo,"in-house, privat sektor",programvare,800000,Nei
kvinne,5,3,Oslo,"in-house, offentlig/kommunal sektor",programvare,750000,Ja
kvinne,3,2,Oslo,"in-house, privat sektor",programvare,660000,Nei
kvinne,3,2,Oslo,"in-house, offentlig/kommunal sektor",programvare,700000,Nei
mann,5,2,Oslo,konsulent,programvare,620000,Ja
mann,5,2,Oslo,"in-house, privat sektor",programvare,690000,Ja
mann,5,2,Oslo,"in-house, privat sektor",programvare,720000,Ja
mann,6,2,Oslo,"in-house, privat sektor",programvare,750000,Nei
kvinne,5,1,Oslo,konsulent,programvare,600000,Ja
mann,4,15,Rogaland,"in-house, privat sektor",programvare,1057762,Nei
mann,5,6,Rogaland,konsulent,programvare,998000,Nei
kvinne,3,5,Rogaland,konsulent,programvare,825000,Nei
mann,1,2,Rogaland,konsulent,programvare,700000,Ja
mann,3,2,Rogaland,"in-house, privat sektor",programvare,770000,Nei
mann,5,0,Rogaland,"in-house, privat sektor",programvare,660000,Ja
mann,4,43,Trøndelag,"in-house, privat sektor",programvare,1100000,Ja
mann,5,15,Trøndelag,"in-house, privat sektor",programvare,1000000,Ja
mann,3,2,Trøndelag,"in-house, privat sektor",programvare,660000,Nei
mann,5,1,Trøndelag,konsulent,programvare,680000,Ja
mann,5,7,utlandet,"in-house, privat sektor",programvare,2206000,Nei
kvinne,6,20,Vestfold og Telemark,"in-house, privat sektor",programvare,930000,Nei
mann,6,16,Vestfold og Telemark,"in-house, offentlig/kommunal sektor",programvare,1000000,Nei
mann,5,15,Vestfold og Telemark,"in-house, privat sektor",programvare,1000000,Ja
kvinne,6,10,Vestfold og Telemark,"in-house, privat sektor",programvare,930000,Nei
mann,3,5,Vestfold og Telemark,konsulent,programvare,1300000,Ja
mann,3,2,Vestfold og Telemark,"in-house, privat sektor",programvare,550000,Nei
kvinne,3,25,Vestland,"in-house, privat sektor",programvare,1023000,Nei
mann,3,22,Vestland,"in-house, privat sektor",programvare,998000,Nei
mann,4,17,Vestland,"in-house, privat sektor",programvare,900000,Nei
mann,0,12,Vestland,konsulent,programvare,825000,Nei
mann,6,10,Vestland,"in-house, privat sektor",programvare,636000,Nei
mann,3,5,Vestland,konsulent,programvare,950000,Nei
annet / ønsker ikke oppgi,3,3,Vestland,konsulent,programvare,520000,Nei
mann,3,2,Vestland,"in-house, privat sektor",programvare,665000,Nei
mann,5,19,Viken,"in-house, privat sektor",programvare,1900000,Ja
mann,3,15,Viken,frilans / selvstendig næringsdrivende,programvare,1600000,Ja
mann,5,8,Viken,"in-house, privat sektor",programvare,620000,Nei
mann,3,6,Viken,"in-house, privat sektor",programvare,790000,Nei
mann,8,6,Viken,konsulent,programvare,1100000,Ja
mann,3,3,Viken,"in-house, privat sektor",programvare,700000,Ja
mann,3,1,Viken,"in-house, privat sektor",programvare,620000,Nei
mann,3,1,Viken,"in-house, privat sektor",programvare,650000,Ja
kvinne,1,0,Viken,"in-house, privat sektor",programvare,600000,Nei
mann,5,0,Viken,"in-house, privat sektor",programvare,630000,Nei
mann,5,5,Agder,"in-house, offentlig/kommunal sektor",sikkerhet,700000,Nei
mann,0,3,Agder,"in-house, offentlig/kommunal sektor",sikkerhet,750000,Nei
mann,4,1,Agder,"in-house, privat sektor",sikkerhet,580000,Nei
mann,5,0,Agder,"in-house, privat sektor",sikkerhet,630000,Nei
mann,3,25,Innlandet,konsulent,sikkerhet,1200000,Ja
mann,4,16,Innlandet,frilans / selvstendig næringsdrivende,sikkerhet,1200000,Nei
mann,3,16,Innlandet,konsulent,sikkerhet,1500000,Nei
annet / ønsker ikke oppgi,4,1,Innlandet,"in-house, offentlig/kommunal sektor",sikkerhet,415000,Nei
mann,3,7,Møre og Romsdal,konsulent,sikkerhet,1000000,Ja
mann,3,12,Nordland,"in-house, privat sektor",sikkerhet,1300000,Ja
mann,5,31,Oslo,konsulent,sikkerhet,2200000,Ja
mann,17,24,Oslo,konsulent,sikkerhet,1500000,Ja
mann,3,20,Oslo,"in-house, privat sektor",sikkerhet,1200000,Ja
mann,6,17,Oslo,"in-house, privat sektor",sikkerhet,1144000,Nei
mann,0,15,Oslo,konsulent,sikkerhet,1400000,Ja
mann,3,14,Oslo,"in-house, privat sektor",sikkerhet,1050000,Nei
mann,6,13,Oslo,konsulent,sikkerhet,1350000,Ja
mann,5,12,Oslo,"in-house, privat sektor",sikkerhet,1360000,Ja
mann,16,10,Oslo,"in-house, privat sektor",sikkerhet,1005000,Ja
mann,2,10,Oslo,"in-house, privat sektor",sikkerhet,1350000,Nei
kvinne,8,8,Oslo,"in-house, offentlig/kommunal sektor",sikkerhet,790000,Nei
mann,3,8,Oslo,konsulent,sikkerhet,900000,Ja
mann,5,8,Oslo,"in-house, privat sektor",sikkerhet,1100000,Ja
mann,5,7,Oslo,"in-house, privat sektor",sikkerhet,899000,Nei
mann,5,7,Oslo,konsulent,sikkerhet,1010000,Nei
mann,3,7,Oslo,"in-house, privat sektor",sikkerhet,1500000,Ja
mann,3,6,Oslo,konsulent,sikkerhet,700000,Nei
mann,3,5,Oslo,"in-house, privat sektor",sikkerhet,807000,Nei
mann,5,5,Oslo,konsulent,sikkerhet,985000,Ja
annet / ønsker ikke oppgi,3,4,Oslo,"in-house, privat sektor",sikkerhet,750000,Nei
mann,14,4,Oslo,"in-house, offentlig/kommunal sektor",sikkerhet,780000,Nei
mann,6,4,Oslo,konsulent,sikkerhet,800000,Ja
mann,6,4,Oslo,"in-house, offentlig/kommunal sektor",sikkerhet,838000,Nei
mann,0,3,Oslo,"in-house, offentlig/kommunal sektor",sikkerhet,680000,Nei
mann,5,3,Oslo,konsulent,sikkerhet,950000,Ja
mann,3,2,Oslo,konsulent,sikkerhet,634000,Ja
mann,3,2,Oslo,"in-house, offentlig/kommunal sektor",sikkerhet,827000,Ja
mann,3,1,Oslo,"in-house, privat sektor",sikkerhet,468000,Nei
mann,3,1,Oslo,konsulent,sikkerhet,530000,Ja
mann,3,1,Oslo,"in-house, offentlig/kommunal sektor",sikkerhet,615000,Nei
kvinne,5,0,Oslo,konsulent,sikkerhet,610000,Nei
kvinne,5,0,Oslo,konsulent,sikkerhet,670000,Nei
mann,5,0,Oslo,konsulent,sikkerhet,622000,Ja
mann,4,24,Rogaland,konsulent,sikkerhet,875000,Ja
mann,5,4,Rogaland,konsulent,sikkerhet,690000,Nei
mann,3,4,Rogaland,"in-house, offentlig/kommunal sektor",sikkerhet,700000,Nei
mann,8,4,Rogaland,konsulent,sikkerhet,950000,Ja
kvinne,5,5,Troms og Finnmark,konsulent,sikkerhet,635000,Nei
mann,5,24,Trøndelag,"in-house, privat sektor",sikkerhet,1100000,Nei
mann,5,20,Trøndelag,"in-house, offentlig/kommunal sektor",sikkerhet,1015000,Nei
mann,5,17,Trøndelag,"in-house, offentlig/kommunal sektor",sikkerhet,860000,Nei
mann,0,10,Trøndelag,"in-house, offentlig/kommunal sektor",sikkerhet,750000,Nei
mann,5,4,Trøndelag,"in-house, offentlig/kommunal sektor",sikkerhet,680000,Nei
mann,6,1,Trøndelag,"in-house, offentlig/kommunal sektor",sikkerhet,526300,Nei
mann,3,1,Trøndelag,konsulent,sikkerhet,600000,Ja
mann,5,5,utlandet,"in-house, privat sektor",sikkerhet,2000000,Nei
kvinne,3,15,Vestfold og Telemark,konsulent,sikkerhet,1200000,Ja
mann,5,1,Vestfold og Telemark,"in-house, offentlig/kommunal sektor",sikkerhet,680000,Nei
mann,3,10,Vestland,konsulent,sikkerhet,1000000,Ja
mann,6,9,Vestland,konsulent,sikkerhet,1200000,Nei
mann,4,6,Vestland,konsulent,sikkerhet,520000,Nei
mann,3,5,Vestland,konsulent,sikkerhet,825000,Nei
mann,3,4,Vestland,"in-house, privat sektor",sikkerhet,850000,Nei
mann,6,2,Vestland,konsulent,sikkerhet,600000,Ja
mann,3,1,Vestland,"in-house, offentlig/kommunal sektor",sikkerhet,626000,Nei
mann,5,1,Vestland,"in-house, offentlig/kommunal sektor",sikkerhet,630000,Nei
mann,18,28,Viken,"in-house, privat sektor",sikkerhet,1300000,Nei
mann,3,23,Agder,"in-house, privat sektor",testing,830000,Nei
kvinne,3,23,Oslo,"in-house, privat sektor",testing,892000,Nei
mann,6,21,Oslo,konsulent,testing,1500000,Nei
kvinne,5,18,Oslo,konsulent,testing,1260000,Nei
mann,7,17,Oslo,konsulent,testing,2000000,Ja
kvinne,3,15,Oslo,"in-house, offentlig/kommunal sektor",testing,700000,Nei
kvinne,9,15,Oslo,"in-house, offentlig/kommunal sektor",testing,950000,Ja
mann,20,13,Oslo,konsulent,testing,1100000,Ja
mann,3,12,Oslo,konsulent,testing,1200000,Ja
mann,3,11,Oslo,konsulent,testing,1001000,Ja
kvinne,20,10,Oslo,"in-house, offentlig/kommunal sektor",testing,600000,Ja
mann,0,10,Oslo,konsulent,testing,1100000,Ja
kvinne,5,8,Oslo,konsulent,testing,1000000,Ja
kvinne,3,7,Oslo,konsulent,testing,800000,Nei
mann,4,5,Oslo,konsulent,testing,800000,Ja
mann,3,5,Oslo,konsulent,testing,930000,Ja
kvinne,5,4,Oslo,"in-house, privat sektor",testing,870000,Nei
mann,6,3,Oslo,"in-house, offentlig/kommunal sektor",testing,620000,Ja
kvinne,5,2,Oslo,konsulent,testing,664000,Nei
kvinne,4,2,Oslo,konsulent,testing,990000,Ja
mann,3,2,Oslo,konsulent,testing,430000,Nei
kvinne,3,13,Rogaland,konsulent,testing,850000,Ja
mann,2,17,Troms og Finnmark,"in-house, privat sektor",testing,650000,Ja
kvinne,3,10,Troms og Finnmark,"in-house, privat sektor",testing,820000,Ja
mann,6,9,Trøndelag,konsulent,testing,1000000,Ja
kvinne,5,10,Vestland,"in-house, privat sektor",testing,742000,Nei
mann,3,5,Vestland,konsulent,testing,795000,Nei
mann,3,2,Vestland,"in-house, offentlig/kommunal sektor",testing,560000,Nei
mann,0,3,Viken,"in-house, privat sektor",testing,685000,Ja
kvinne,5,2,Agder,"in-house, privat sektor",UX / design,620000,Nei
kvinne,5,2,Agder,"in-house, privat sektor",UX / design,692500,Nei
kvinne,5,12,Innlandet,konsulent,UX / design,620000,Nei
kvinne,5,35,Oslo,konsulent,UX / design,820000,Nei
kvinne,5,24,Oslo,konsulent,UX / design,920000,Ja
mann,3,22,Oslo,frilans / selvstendig næringsdrivende,UX / design,600000,Nei
mann,3,21,Oslo,konsulent,UX / design,1089000,Nei
mann,0,18,Oslo,"in-house, offentlig/kommunal sektor",UX / design,805000,Nei
mann,5,16,Oslo,"in-house, privat sektor",UX / design,1000000,Nei
mann,4,15,Oslo,konsulent,UX / design,1000000,Ja
mann,5,14,Oslo,"in-house, offentlig/kommunal sektor",UX / design,970000,Nei
kvinne,4,12,Oslo,"in-house, privat sektor",UX / design,800000,Nei
kvinne,6,11,Oslo,"in-house, privat sektor",UX / design,915000,Nei
kvinne,1,10,Oslo,"in-house, privat sektor",UX / design,780000,Nei
mann,3,10,Oslo,"in-house, privat sektor",UX / design,850000,Nei
mann,3,10,Oslo,"in-house, privat sektor",UX / design,910000,Nei
kvinne,4,9,Oslo,"in-house, privat sektor",UX / design,880000,Nei
kvinne,3,8,Oslo,konsulent,UX / design,720000,Nei
kvinne,6,8,Oslo,konsulent,UX / design,800000,Nei
mann,3,8,Oslo,"in-house, privat sektor",UX / design,900000,Nei
kvinne,6,7,Oslo,"in-house, offentlig/kommunal sektor",UX / design,720000,Nei
mann,7,7,Oslo,konsulent,UX / design,1400000,Nei
mann,3,6,Oslo,"in-house, privat sektor",UX / design,805000,Nei
kvinne,3,5,Oslo,konsulent,UX / design,845000,Ja
kvinne,5,4,Oslo,konsulent,UX / design,840000,Ja
kvinne,3,3,Oslo,konsulent,UX / design,700000,Nei
kvinne,3,3,Oslo,"in-house, offentlig/kommunal sektor",UX / design,700000,Nei
annet / ønsker ikke oppgi,4,2,Oslo,"in-house, privat sektor",UX / design,580000,Nei
annet / ønsker ikke oppgi,6,2,Oslo,"in-house, privat sektor",UX / design,650000,Nei
kvinne,3,2,Oslo,"in-house, privat sektor",UX / design,604000,Nei
kvinne,3,2,Oslo,"in-house, offentlig/kommunal sektor",UX / design,636000,Nei
kvinne,5,2,Oslo,konsulent,UX / design,650000,Ja
mann,5,2,Oslo,konsulent,UX / design,675000,Nei
kvinne,5,1,Oslo,konsulent,UX / design,600000,Nei
kvinne,5,1,Oslo,konsulent,UX / design,610000,Nei
kvinne,5,1,Oslo,konsulent,UX / design,620000,Nei
kvinne,5,1,Oslo,konsulent,UX / design,630000,Nei
kvinne,3,0,Oslo,konsulent,UX / design,570000,Nei
kvinne,5,0,Oslo,"in-house, offentlig/kommunal sektor",UX / design,600000,Nei
kvinne,5,0,Oslo,konsulent,UX / design,640000,Nei
mann,5,10,Rogaland,konsulent,UX / design,930000,Ja
mann,0,5,Troms og Finnmark,"in-house, privat sektor",UX / design,730000,Nei
kvinne,5,0,Troms og Finnmark,"in-house, offentlig/kommunal sektor",UX / design,597000,Nei
kvinne,5,20,Trøndelag,konsulent,UX / design,900000,Ja
mann,3,10,Trøndelag,konsulent,UX / design,950000,Ja
mann,3,7,Trøndelag,konsulent,UX / design,800000,Nei
kvinne,2,5,Trøndelag,"in-house, privat sektor",UX / design,650000,Nei
kvinne,5,5,Trøndelag,"in-house, privat sektor",UX / design,780000,Nei
kvinne,5,0,Trøndelag,konsulent,UX / design,630000,Nei
mann,0,18,utlandet,"in-house, privat sektor",UX / design,1550000,Ja
mann,3,14,Vestfold og Telemark,"in-house, offentlig/kommunal sektor",UX / design,720000,Nei
mann,5,8,Vestland,konsulent,UX / design,875000,Nei
mann,0,23,Viken,"in-house, privat sektor",UX / design,1300000,Nei
mann,3,15,Viken,konsulent,UX / design,1000000,Ja
kvinne,3,1,Viken,"in-house, privat sektor",UX / design,665000,Nei
